week,category,weekly_rank,weekly_hours_viewed,cumulative_weeks_in_top_10,Show_title,type,description,release_year,age_certification,runtime_mins,genres,production_countries,imdb_id,imdb_score,imdb_votes,drama,comedy,action,family,crime,romance,month_year
2021-11-21,TV (English),6,21630000,1,cowboy bebop,SHOW,"Long on style and perpetually short on cash, bounty hunters Spike, Jet and Faye trawl the solar system looking for jobs. But can they outrun Spike's past?",2021,TV-MA,45.0,"scifi, action, drama, fantasy, comedy, crime",United States,tt1267295,6.6,35427.0,1,1,1,0,1,0,2021-11
2021-11-21,TV (English),7,15060000,5,dynasty,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017,TV-14,42.0,drama,United States,tt6128300,7.2,21637.0,1,0,0,0,0,0,2021-11
2021-11-21,TV (English),8,12340000,5,locke & key,SHOW,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",2020,TV-14,48.0,"drama, thriller, scifi, horror, fantasy",United States,tt3007572,7.4,72031.0,1,0,0,0,0,0,2021-11
2021-11-21,TV (English),9,11670000,5,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-11
2021-11-21,TV (English),10,11410000,3,big mouth,SHOW,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,2017,TV-MA,27.0,"comedy, animation, romance",United States,tt6524350,7.9,76088.0,0,1,0,0,0,1,2021-11
2021-11-21,TV (Non-English),1,43480000,1,hellbound,SHOW,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",2021,TV-MA,52.0,"scifi, horror, thriller, crime, drama, fantasy",South Korea,tt12235718,6.6,23099.0,1,0,0,0,1,0,2021-11
2021-11-21,TV (Non-English),2,38640000,1,the queen of flow,SHOW,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2018,TV-MA,45.0,"drama, family, music",Columbia,tt8560918,7.7,1247.0,1,0,0,1,0,0,2021-11
2021-11-21,TV (Non-English),3,30410000,10,squid game,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021,TV-MA,55.0,"action, thriller, drama",South Korea,tt10919420,8.0,426967.0,1,0,1,0,0,0,2021-11
2021-11-21,TV (Non-English),4,15640000,5,the king's affection,SHOW,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",2021,TV-14,65.0,drama,South Korea,tt14609428,7.9,3409.0,1,0,0,0,0,0,2021-11
2021-11-21,TV (Non-English),6,13150000,12,hometown cha-cha-cha,SHOW,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021,TV-14,78.0,"comedy, romance, drama",South Korea,tt14518756,8.4,11060.0,1,1,0,0,0,1,2021-11
2021-11-21,TV (Non-English),7,9720000,1,christmas flow,SHOW,An unlikely Christmas romance blossoms between a famous rapper and a tenacious journalist. But can they make it work despite their differences?,2021,TV-MA,5.0,"romance, comedy, music",France,tt15340790,5.7,728.0,0,1,0,0,0,1,2021-11
2021-11-21,TV (Non-English),8,8810000,1,the queen of flow,SHOW,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2018,TV-MA,45.0,"drama, family, music",Columbia,tt8560918,7.7,1247.0,1,0,0,1,0,0,2021-11
2021-11-21,TV (Non-English),10,7800000,6,"yo soy betty, la fea",series,"An outcast in a prominent fashion company, a sweet-hearted and unattractive assistant falls hopelessly in love with her boss.",1999,TV-PG,3.0,"comedy, drama, romance",Colombia,tt0233127,8.2,3286.0,1,1,0,0,0,1,2021-11
2021-11-14,Films (English),1,148720000,1,red notice,MOVIE,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",2021,PG-13,117.0,"thriller, action, comedy, crime",United States,tt7991608,6.3,264194.0,0,1,1,0,1,0,2021-11
2021-11-14,Films (English),3,33060000,2,the harder they fall,MOVIE,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.",2021,R,139.0,"action, drama, western",United States,tt10696784,6.5,59833.0,1,0,1,0,0,0,2021-11
2021-11-14,Films (English),4,20560000,3,army of thieves,MOVIE,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,2021,R,127.0,"comedy, crime, thriller, scifi, horror, romance, action","Germany, United States",tt13024674,6.4,73790.0,0,1,1,0,1,1,2021-11
2021-11-14,Films (English),5,13780000,1,father christmas is back,MOVIE,"Four sisters – Caroline, Joanna, Paulina, and Vicky – reunite for the Christmas Holiday in a Yorkshire mansion. However, their estranged father, James, joins in for the first time since he left the family behind decades prior. The group attempts to get through the holiday despite comedic misunderstandings, while also uncovering the long-buried secret that tore their family apart, so many years ago.",2021,PG-13,104.0,comedy,United Kingdom,tt13103340,4.5,5658.0,0,1,0,0,0,0,2021-11
2021-11-14,Films (English),6,7900000,1,211,movie,"While on a routine patrol, an aging cop, his partner and their ride-along, get caught in a standoff with a band of former mercenaries robbing a bank.",2018,R,86.0,"action, drama, thriller","United States, Bulgaria",tt4976192,4.4,8489.0,1,0,1,0,0,0,2021-11
2021-11-14,Films (English),7,7620000,3,army of the dead,MOVIE,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,R,148.0,"horror, thriller, crime, scifi, action",United States,tt0993840,5.7,169348.0,0,0,1,0,1,0,2021-11
2021-11-14,Films (English),8,7490000,1,passing,MOVIE,"In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.",2021,PG-13,98.0,"drama, thriller","United States, Canada, United Kingdom",tt8893974,6.7,13803.0,1,0,0,0,0,0,2021-11
2021-11-14,Films (English),9,6920000,2,transformers: the last knight,movie,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",2017,PG-13,154.0,"action, adventure, sci-fi","United States, China, Canada",tt3371366,5.2,151978.0,0,0,1,0,0,0,2021-11
2021-11-14,Films (English),10,6760000,1,jumanji: the next level,movie,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most danger...",2019,PG-13,123.0,"action, adventure, comedy",United States,tt7975244,6.7,249093.0,0,1,1,0,0,0,2021-11
2021-11-14,Films (Non-English),2,9690000,1,7 prisoners,MOVIE,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,2021,R,93.0,"drama, crime",Brazil,tt14168118,7.1,6877.0,1,0,0,0,1,0,2021-11
2021-11-14,Films (Non-English),7,2120000,1,lords of scam,MOVIE,This documentary traces the rise and crash of scammers who conned the EU carbon quota system and pocketed millions before turning on one another.,2021,R,105.0,"documentation, crime",France,tt15711402,6.3,641.0,0,0,0,0,1,0,2021-11
2021-11-14,TV (English),1,50290000,2,narcos: mexico,SHOW,See the rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in 1980s Mexico.,2018,TV-MA,58.0,"drama, crime",United States,tt8714904,8.4,82042.0,1,0,0,0,1,0,2021-11
2021-11-14,TV (English),2,34170000,1,arcane,SHOW,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",2021,TV-14,41.0,"scifi, action, drama, animation, fantasy",United States,tt11126994,9.0,186899.0,1,0,1,0,0,0,2021-11
2021-11-14,TV (English),3,33720000,5,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-11
2021-11-14,TV (English),4,29480000,7,maid,SHOW,"Inspired by the powerful New York Times best-selling memoir Maid: Hard Work, Low Pay, and a Mother's Will to Survive by Stephanie Land, Maid will chronicle a single mother who turns to housekeeping to - barely - make ends meet as she battles against poverty, homelessness, and bureaucracy.",2021,TV-MA,54.0,"drama, comedy",United States,tt11337908,8.4,77885.0,1,1,0,0,0,0,2021-11
2021-11-14,TV (English),5,25390000,2,big mouth,SHOW,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,2017,TV-MA,27.0,"comedy, animation, romance",United States,tt6524350,7.9,76088.0,0,1,0,0,0,1,2021-11
2021-11-14,TV (English),6,21020000,4,dynasty,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017,TV-14,42.0,drama,United States,tt6128300,7.2,21637.0,1,0,0,0,0,0,2021-11
2021-11-14,TV (English),7,18770000,4,locke & key,SHOW,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",2020,TV-14,48.0,"drama, thriller, scifi, horror, fantasy",United States,tt3007572,7.4,72031.0,1,0,0,0,0,0,2021-11
2021-11-14,TV (English),8,15570000,1,narcos: mexico,SHOW,See the rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in 1980s Mexico.,2018,TV-MA,58.0,"drama, crime",United States,tt8714904,8.4,82042.0,1,0,0,0,1,0,2021-11
2021-11-14,TV (English),9,15520000,4,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-11
2021-11-14,TV (English),10,14570000,5,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-11
2021-11-14,TV (Non-English),1,42790000,9,squid game,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021,TV-MA,55.0,"action, thriller, drama",South Korea,tt10919420,8.0,426967.0,1,0,1,0,0,0,2021-11
2021-11-14,TV (Non-English),2,14120000,4,the king's affection,SHOW,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",2021,TV-14,65.0,drama,South Korea,tt14609428,7.9,3409.0,1,0,0,0,0,0,2021-11
2021-11-14,TV (Non-English),3,13820000,11,hometown cha-cha-cha,SHOW,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021,TV-14,78.0,"comedy, romance, drama",South Korea,tt14518756,8.4,11060.0,1,1,0,0,0,1,2021-11
2021-11-14,TV (Non-English),5,10820000,5,my name,SHOW,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",2021,TV-MA,5.0,"thriller, action, crime, drama",South Korea,tt12940504,7.8,19737.0,1,0,1,0,1,0,2021-11
2021-11-14,TV (Non-English),7,8490000,6,the five juanas,SHOW,Five women with the same birthmark set out to unravel the truth about their pasts and discover a tragic web of lies spun by a powerful politician.,2021,TV-MA,39.0,drama,Mexico,tt15377930,6.9,1813.0,1,0,0,0,0,0,2021-11
2021-11-14,TV (Non-English),8,7860000,1,the club,SHOW,"Dealing with the pressure of his father and his need to be someone, Pablo decides to start a new shady, tricky business that will lead him to some happy but tragic experiences.",2019,TV-MA,34.0,"comedy, drama",Mexico,tt4375438,7.2,11244.0,1,1,0,0,0,0,2021-11
2021-11-14,TV (Non-English),8,7860000,1,the club,SHOW,"The most unexpected people can become your chosen family in a place you never thought could be home. In 1950s Istanbul, amid political unrest, a Jewish mother seeks to reconnect with her daughter after being released from prison.",2021,TV-14,47.0,"drama, comedy",Turkey,tt13317582,7.9,7810.0,1,1,0,0,0,0,2021-11
2021-11-14,TV (Non-English),9,7650000,5,"yo soy betty, la fea",series,"An outcast in a prominent fashion company, a sweet-hearted and unattractive assistant falls hopelessly in love with her boss.",1999,TV-PG,3.0,"comedy, drama, romance",Colombia,tt0233127,8.2,3286.0,1,1,0,0,0,1,2021-11
2021-11-14,TV (Non-English),10,6060000,2,demon slayer: kimetsu no yaiba,SHOW,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",2019,TV-MA,25.0,"scifi, action, animation, horror, fantasy, thriller",Japan,tt9335498,8.7,93604.0,0,0,1,0,0,0,2021-11
2021-11-07,Films (English),1,71610000,2,army of thieves,MOVIE,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,2021,R,127.0,"comedy, crime, thriller, scifi, horror, romance, action","Germany, United States",tt13024674,6.4,73790.0,0,1,1,0,1,1,2021-11
2021-11-07,Films (English),2,64760000,1,the harder they fall,MOVIE,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.",2021,R,139.0,"action, drama, western",United States,tt10696784,6.5,59833.0,1,0,1,0,0,0,2021-11
2021-11-07,Films (English),4,16910000,2,army of the dead,MOVIE,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,R,148.0,"horror, thriller, crime, scifi, action",United States,tt0993840,5.7,169348.0,0,0,1,0,1,0,2021-11
2021-11-07,Films (English),5,13180000,1,transformers: the last knight,movie,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",2017,PG-13,154.0,"action, adventure, sci-fi","United States, China, Canada",tt3371366,5.2,151978.0,0,0,1,0,0,0,2021-11
2021-11-07,Films (English),6,11690000,1,21 jump street,movie,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,2012,R,109.0,"action, comedy, crime",United States,tt1232829,7.2,556200.0,0,1,1,0,1,0,2021-11
2021-11-07,Films (English),8,6580000,1,the girl in the spider's web,movie,"Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",2018,R,115.0,"action, crime, drama","Germany, United Kingdom, Canada, Sweden, United States",tt5177088,6.1,48117.0,1,0,1,0,1,0,2021-11
2021-11-07,Films (English),9,6110000,1,amina,MOVIE,"In 16th-century Zazzau, now Zaria, Nigeria, Amina must utilize her military skills and tactics to defend her family's kingdom. Based on a true story.",2021,PG-13,12.0,"war, history, drama, action",Nigeria,tt15847872,3.8,311.0,1,0,1,0,0,0,2021-11
2021-11-07,Films (English),10,5740000,1,just go with it,movie,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",2011,PG-13,117.0,"comedy, romance",United States,tt1564367,6.4,245212.0,0,1,0,0,0,1,2021-11
2021-11-07,Films (Non-English),8,1590000,1,monk comes down the mountain,movie,"A monk leaves his monastery and ventures out into the real world for the first time in his life, and ends up in an adventure with a kung-fu master who is guarding a special artifact.",2015,Not Rated,123.0,action,"China, United States",tt3594826,5.5,2088.0,0,0,1,0,0,0,2021-11
2021-11-07,TV (English),1,52590000,4,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-11
2021-11-07,TV (English),2,41290000,6,maid,SHOW,"Inspired by the powerful New York Times best-selling memoir Maid: Hard Work, Low Pay, and a Mother's Will to Survive by Stephanie Land, Maid will chronicle a single mother who turns to housekeeping to - barely - make ends meet as she battles against poverty, homelessness, and bureaucracy.",2021,TV-MA,54.0,"drama, comedy",United States,tt11337908,8.4,77885.0,1,1,0,0,0,0,2021-11
2021-11-07,TV (English),3,32250000,3,locke & key,SHOW,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",2020,TV-14,48.0,"drama, thriller, scifi, horror, fantasy",United States,tt3007572,7.4,72031.0,1,0,0,0,0,0,2021-11
2021-11-07,TV (English),4,32050000,3,dynasty,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017,TV-14,42.0,drama,United States,tt6128300,7.2,21637.0,1,0,0,0,0,0,2021-11
2021-11-07,TV (English),5,28150000,1,narcos: mexico,SHOW,See the rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in 1980s Mexico.,2018,TV-MA,58.0,"drama, crime",United States,tt8714904,8.4,82042.0,1,0,0,0,1,0,2021-11
2021-11-07,TV (English),6,21660000,3,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-11
2021-11-07,TV (English),7,21470000,2,maya and the three,SHOW,A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.,2021,TV-Y7,131.0,"comedy, drama, family, fantasy, animation, action",Mexico,tt8787772,8.1,3780.0,1,1,1,1,0,0,2021-11
2021-11-07,TV (English),8,20910000,4,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-11
2021-11-07,TV (English),9,19570000,1,big mouth,SHOW,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,2017,TV-MA,27.0,"comedy, animation, romance",United States,tt6524350,7.9,76088.0,0,1,0,0,0,1,2021-11
2021-11-07,TV (English),10,15950000,3,locke & key,SHOW,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",2020,TV-14,48.0,"drama, thriller, scifi, horror, fantasy",United States,tt3007572,7.4,72031.0,1,0,0,0,0,0,2021-11
2021-11-07,TV (Non-English),1,65000000,8,squid game,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021,TV-MA,55.0,"action, thriller, drama",South Korea,tt10919420,8.0,426967.0,1,0,1,0,0,0,2021-11
2021-11-07,TV (Non-English),2,18430000,4,my name,SHOW,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",2021,TV-MA,5.0,"thriller, action, crime, drama",South Korea,tt12940504,7.8,19737.0,1,0,1,0,1,0,2021-11
2021-11-07,TV (Non-English),3,16010000,10,hometown cha-cha-cha,SHOW,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021,TV-14,78.0,"comedy, romance, drama",South Korea,tt14518756,8.4,11060.0,1,1,0,0,0,1,2021-11
2021-11-07,TV (Non-English),5,13000000,5,the five juanas,SHOW,Five women with the same birthmark set out to unravel the truth about their pasts and discover a tragic web of lies spun by a powerful politician.,2021,TV-MA,39.0,drama,Mexico,tt15377930,6.9,1813.0,1,0,0,0,0,0,2021-11
2021-11-07,TV (Non-English),6,11990000,3,the king's affection,SHOW,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",2021,TV-14,65.0,drama,South Korea,tt14609428,7.9,3409.0,1,0,0,0,0,0,2021-11
2021-11-07,TV (Non-English),7,11010000,2,sintonia,SHOW,"Told through three different characters' perspectives, the story of Sintonia explores the interconnection of the music, drug traffic, and religion in São Paulo. In the quest to be somebody, many paths will converge.",2019,TV-MA,44.0,"drama, crime, music",Brazil,tt8165086,6.6,1172.0,1,0,0,0,1,0,2021-11
2021-11-07,TV (Non-English),9,7940000,1,demon slayer: kimetsu no yaiba,SHOW,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",2019,TV-MA,25.0,"scifi, action, animation, horror, fantasy, thriller",Japan,tt9335498,8.7,93604.0,0,0,1,0,0,0,2021-11
2021-11-07,TV (Non-English),10,7710000,4,"yo soy betty, la fea",series,"An outcast in a prominent fashion company, a sweet-hearted and unattractive assistant falls hopelessly in love with her boss.",1999,TV-PG,3.0,"comedy, drama, romance",Colombia,tt0233127,8.2,3286.0,1,1,0,0,0,1,2021-11
2021-10-31,Films (English),1,49640000,1,army of thieves,MOVIE,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,2021,R,127.0,"comedy, crime, thriller, scifi, horror, romance, action","Germany, United States",tt13024674,6.4,73790.0,0,1,1,0,1,1,2021-10
2021-10-31,Films (English),4,9840000,1,final score,MOVIE,"When a stadium is seized by a group of heavily armed criminals during a major sporting event, an ex-soldier must use all his military skills to save both the daughter of a fallen comrade and the huge crowd unaware of the danger.",2018,R,104.0,"action, drama, thriller","United Kingdom, United States",tt5254610,5.7,11967.0,1,0,1,0,0,0,2021-10
2021-10-31,Films (English),5,9150000,1,king arthur: legend of the sword,movie,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",2017,PG-13,126.0,"action, adventure, drama","United Kingdom, United States, Australia",tt1972591,6.7,217040.0,1,0,1,0,0,0,2021-10
2021-10-31,Films (English),7,5780000,1,army of the dead,MOVIE,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,R,148.0,"horror, thriller, crime, scifi, action",United States,tt0993840,5.7,169348.0,0,0,1,0,1,0,2021-10
2021-10-31,Films (English),8,5600000,1,bloodshot,movie,"Ray Garrison, a slain soldier, is re-animated with superpowers.",2020,PG-13,109.0,"action, adventure, sci-fi",United States,tt1634106,5.7,77969.0,0,0,1,0,0,0,2021-10
2021-10-31,Films (English),9,5350000,2,a dog's journey,movie,A dog finds the meaning of his own existence through the lives of the humans he meets.,2019,PG,109.0,"adventure, comedy, drama","China, India, Hong Kong, United States",tt8385474,7.4,24934.0,1,1,0,0,0,0,2021-10
2021-10-31,Films (English),10,4190000,4,venom,movie,"A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",2018,PG-13,112.0,"action, adventure, sci-fi","United States, China",tt1270797,6.6,481692.0,0,0,1,0,0,0,2021-10
2021-10-31,Films (Non-English),7,1410000,5,friendzone,movie,Hopeful romantic Thibault believes his luck could change when sparks fly between him and Rose. But can he go from bestie to boyfriend.,2021,TV-MA,88.0,"comedy, romance",France,tt14700948,5.9,3559.0,0,1,0,0,0,1,2021-10
2021-10-31,Films (Non-English),9,1170000,1,budapest,MOVIE,Two best friends stuck in boring jobs become bachelor party planners in Budapest.,2018,R,102.0,"comedy, european",France,tt7027092,5.4,2952.0,0,1,0,0,0,0,2021-10
2021-10-31,TV (English),1,82790000,3,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-10
2021-10-31,TV (English),2,56700000,5,maid,SHOW,"Inspired by the powerful New York Times best-selling memoir Maid: Hard Work, Low Pay, and a Mother's Will to Survive by Stephanie Land, Maid will chronicle a single mother who turns to housekeeping to - barely - make ends meet as she battles against poverty, homelessness, and bureaucracy.",2021,TV-MA,54.0,"drama, comedy",United States,tt11337908,8.4,77885.0,1,1,0,0,0,0,2021-10
2021-10-31,TV (English),3,56490000,2,locke & key,SHOW,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",2020,TV-14,48.0,"drama, thriller, scifi, horror, fantasy",United States,tt3007572,7.4,72031.0,1,0,0,0,0,0,2021-10
2021-10-31,TV (English),4,47820000,2,dynasty,SHOW,"The reboot follows two of America’s wealthiest families, the Carringtons and the Colbys, as they feud for control over their fortune and their children focusing on Fallon Carrington, the daughter of billionaire Blake Carrington, and her soon-to-be stepmother, Cristal, a Hispanic woman marrying into this WASP family and America’s most powerful class.",2017,TV-14,42.0,drama,United States,tt6128300,7.2,21637.0,1,0,0,0,0,0,2021-10
2021-10-31,TV (English),5,34000000,1,maya and the three,SHOW,A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.,2021,TV-Y7,131.0,"comedy, drama, family, fantasy, animation, action",Mexico,tt8787772,8.1,3780.0,1,1,1,1,0,0,2021-10
2021-10-31,TV (English),6,29880000,3,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-10
2021-10-31,TV (English),7,28050000,2,you,SHOW,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,TV-MA,47.0,"crime, drama, thriller, romance",United States,tt7335184,7.7,230119.0,1,0,0,0,1,1,2021-10
2021-10-31,TV (English),8,24590000,2,locke & key,SHOW,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers.",2020,TV-14,48.0,"drama, thriller, scifi, horror, fantasy",United States,tt3007572,7.4,72031.0,1,0,0,0,0,0,2021-10
2021-10-31,TV (English),9,21240000,1,inside job,SHOW,"For employees of the Deep State, conspiracies aren't just theories — they're fact. And keeping them a secret is a full-time job.",2021,TV-MA,28.0,"comedy, animation, fantasy, scifi",United States,tt10231312,7.6,16616.0,0,1,0,0,0,0,2021-10
2021-10-31,TV (English),10,13710000,2,cocomelon,series,"In the town of Cocomelon, baby JJ and his siblings go on fun every-day adventures with nursery, play, exploration, and learning - situations that any preschooler could relate to. Fun, relatable stories set to toe-tapping songs.",2018,TV-PG,0.0,"animation, family",United States,tt12427840,4.7,653.0,0,0,0,1,0,0,2021-10
2021-10-31,TV (Non-English),1,90100000,7,squid game,SHOW,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",2021,TV-MA,55.0,"action, thriller, drama",South Korea,tt10919420,8.0,426967.0,1,0,1,0,0,0,2021-10
2021-10-31,TV (Non-English),2,38580000,3,my name,SHOW,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",2021,TV-MA,5.0,"thriller, action, crime, drama",South Korea,tt12940504,7.8,19737.0,1,0,1,0,1,0,2021-10
